Timestamp;AppId;AppCallChain;AppErrorId;AppErrorMessage;AppErrorDetails;AppUserId;DeviceUser;DeviceId;DeviceIp
"2026-02-27 11:15:47";"1";"Program > Main > UC_TemporImport > ExecuteAsync > UC_TemporImport_ProcessFile > ExecuteAsync > SR_MdbReader > ReadSerieNrAsync > ReturnZeroAndLogAndMoveAsync";"UnknownErrorId";"Une erreur d'infrastructure s'est produite lors de l'exécution :";"SerieNr not found in MDB. File='D:\3_Dev_Projects\Dev_104\03_Doc_Private\Tests\Luuxa\EditionsTec\Fab\SBZ141\Archive_mdb\Leit20251215_13473895.mdb'.";"2";"Administrateur";"PM-DESKTOP";"172.18.56.80"
"2026-02-27 11:15:47";"1";"Program > Main > UC_TemporImport > ExecuteAsync > UC_TemporImport_ProcessFile > ExecuteAsync > SR_MdbReader > ReadSerieNrAsync > ReturnZeroAndLogAndMoveAsync";"UnknownErrorId";"Une erreur d'infrastructure s'est produite lors de l'exécution :";"SerieNr not found in MDB. File='D:\3_Dev_Projects\Dev_104\03_Doc_Private\Tests\Luuxa\EditionsTec\Fab\SBZ141\Archive_mdb\Leit20251215_13474521.mdb'.";"2";"Administrateur";"PM-DESKTOP";"172.18.56.80"
"2026-02-27 11:15:47";"1";"Program > Main > UC_TemporImport > ExecuteAsync > UC_TemporImport_ProcessFile > ExecuteAsync > SR_MdbReader > ReadSerieNrAsync > ReturnZeroAndLogAndMoveAsync";"UnknownErrorId";"Une erreur d'infrastructure s'est produite lors de l'exécution :";"SerieNr not found in MDB. File='D:\3_Dev_Projects\Dev_104\03_Doc_Private\Tests\Luuxa\EditionsTec\Fab\SBZ141\Archive_mdb\Leit20251215_13513435.mdb'.";"2";"Administrateur";"PM-DESKTOP";"172.18.56.80"
"2026-02-27 11:15:47";"1";"Program > Main > UC_TemporImport > ExecuteAsync > UC_TemporImport_ProcessFile > ExecuteAsync > SR_MdbReader > ReadSerieNrAsync > ReturnZeroAndLogAndMoveAsync";"UnknownErrorId";"Une erreur d'infrastructure s'est produite lors de l'exécution :";"SerieNr not found in MDB. File='D:\3_Dev_Projects\Dev_104\03_Doc_Private\Tests\Luuxa\EditionsTec\Fab\SBZ141\Archive_mdb\Leit20251215_13514036.mdb'.";"2";"Administrateur";"PM-DESKTOP";"172.18.56.80"
"2026-02-27 11:15:47";"1";"Program > Main > UC_TemporImport > ExecuteAsync > UC_TemporImport_ProcessFile > ExecuteAsync > SR_MdbReader > ReadSerieNrAsync > ReturnZeroAndLogAndMoveAsync";"UnknownErrorId";"Une erreur d'infrastructure s'est produite lors de l'exécution :";"SerieNr not found in MDB. File='D:\3_Dev_Projects\Dev_104\03_Doc_Private\Tests\Luuxa\EditionsTec\Fab\SBZ141\Archive_mdb\Leit20251215_14305430.mdb'.";"2";"Administrateur";"PM-DESKTOP";"172.18.56.80"
"2026-02-27 11:15:47";"1";"Program > Main > UC_TemporImport > ExecuteAsync > UC_TemporImport_ProcessFile > ExecuteAsync > SR_MdbReader > ReadSerieNrAsync > ReturnZeroAndLogAndMoveAsync";"UnknownErrorId";"Une erreur d'infrastructure s'est produite lors de l'exécution :";"SerieNr not found in MDB. File='D:\3_Dev_Projects\Dev_104\03_Doc_Private\Tests\Luuxa\EditionsTec\Fab\SBZ141\Archive_mdb\Leit20251215_14310025.mdb'.";"2";"Administrateur";"PM-DESKTOP";"172.18.56.80"
"2026-02-27 11:15:50";"1";"Program > Main > UC_TemporImport > ExecuteAsync > UC_TemporImport_ProcessFile > ExecuteAsync > SR_MdbReader > ReadSerieNrAsync > ReturnZeroAndLogAndMoveAsync";"UnknownErrorId";"Une erreur d'infrastructure s'est produite lors de l'exécution :";"SerieNr not found in MDB. File='D:\3_Dev_Projects\Dev_104\03_Doc_Private\Tests\Luuxa\EditionsTec\Fab\SBZ141\Archive_mdb\Leit20251215_14541374.mdb'.";"2";"Administrateur";"PM-DESKTOP";"172.18.56.80"
"2026-02-27 11:15:50";"1";"Program > Main > UC_TemporImport > ExecuteAsync > UC_TemporImport_ProcessFile > ExecuteAsync > SR_MdbReader > ReadSerieNrAsync > ReturnZeroAndLogAndMoveAsync";"UnknownErrorId";"Une erreur d'infrastructure s'est produite lors de l'exécution :";"SerieNr not found in MDB. File='D:\3_Dev_Projects\Dev_104\03_Doc_Private\Tests\Luuxa\EditionsTec\Fab\SBZ141\Archive_mdb\Leit20251215_14541997.mdb'.";"2";"Administrateur";"PM-DESKTOP";"172.18.56.80"
"2026-02-27 11:15:50";"1";"Program > Main > UC_TemporImport > ExecuteAsync > UC_TemporImport_ProcessFile > ExecuteAsync > SR_MdbReader > ReadSerieNrAsync > ReturnZeroAndLogAndMoveAsync";"UnknownErrorId";"Une erreur d'infrastructure s'est produite lors de l'exécution :";"SerieNr not found in MDB. File='D:\3_Dev_Projects\Dev_104\03_Doc_Private\Tests\Luuxa\EditionsTec\Fab\SBZ141\Archive_mdb\Leit20251215_15062285.mdb'.";"2";"Administrateur";"PM-DESKTOP";"172.18.56.80"
"2026-02-27 11:15:50";"1";"Program > Main > UC_TemporImport > ExecuteAsync > UC_TemporImport_ProcessFile > ExecuteAsync > SR_MdbReader > ReadSerieNrAsync > ReturnZeroAndLogAndMoveAsync";"UnknownErrorId";"Une erreur d'infrastructure s'est produite lors de l'exécution :";"SerieNr not found in MDB. File='D:\3_Dev_Projects\Dev_104\03_Doc_Private\Tests\Luuxa\EditionsTec\Fab\SBZ141\Archive_mdb\Leit20251215_15062953.mdb'.";"2";"Administrateur";"PM-DESKTOP";"172.18.56.80"
